,area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,city,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,division,zone
7199,750.0,Apartment,Residential,0.0,3.0,2925000.0,Dhaka,Bashabo,0,0,0,0,1,0,4,Dhaka,Khilgaon
7200,1300.0,Apartment,Residential,0.0,4.0,3400000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7201,1100.0,Apartment,Residential,0.0,3.0,3400000.0,Chattogram,4 No Chandgaon Ward,0,0,0,0,1,0,3,Chattogram,Chattogram City
7202,1250.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Mirpur,0,2,1,0,3,0,3,Dhaka,Mirpur
7203,1035.0,Apartment,Residential,2.0,2.0,4658000.0,Chattogram,Kazir Dewri,0,1,0,0,1,0,3,Chattogram,Chattogram City
7204,1250.0,Apartment,Residential,3.0,3.0,8700000.0,Dhaka,Adabor,0,0,2,0,2,0,4,Dhaka,Mohammadpur
7205,1260.0,Apartment,Residential,3.0,3.0,9000000.0,Dhaka,Mirpur,0,2,3,0,3,0,4,Dhaka,Mirpur
7206,1454.0,Apartment,Residential,0.0,4.0,5816000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7207,1500.0,Apartment,Residential,0.0,3.0,8000000.0,Dhaka,Agargaon,0,1,2,0,3,0,3,Dhaka,Sher-E-Bangla Nagar
7208,727.0,Apartment,Residential,0.0,2.0,2908000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7209,1550.0,Apartment,Residential,0.0,3.0,6500000.0,Chattogram,4 No Chandgaon Ward,0,0,0,0,1,0,3,Chattogram,Chattogram City
7210,850.0,Apartment,Residential,0.0,3.0,3800000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7211,850.0,Apartment,Residential,0.0,3.0,3800000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7212,2240.0,Apartment,Residential,3.0,3.0,20200000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
7213,1400.0,Apartment,Residential,0.0,4.0,5400000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7214,1550.0,Apartment,Residential,3.0,3.0,9500000.0,Dhaka,Aftab Nagar,0,0,1,0,1,0,4,Dhaka,Khilgaon
7215,1775.0,Apartment,Residential,4.0,3.0,12500000.0,Chattogram,Khulshi,0,1,2,0,1,0,3,Chattogram,Chattogram City
7216,2240.0,Apartment,Residential,3.0,3.0,20200000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
7217,2240.0,Apartment,Residential,3.0,3.0,20200000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
7218,2240.0,Apartment,Residential,3.0,3.0,20200000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
7219,2240.0,Apartment,Residential,3.0,3.0,20200000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
7220,650.0,Apartment,Residential,2.0,2.0,2800000.0,Dhaka,Mirpur,0,0,2,0,1,0,4,Dhaka,Mirpur
7221,1200.0,Apartment,Residential,3.0,3.0,7000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7222,875.0,Apartment,Residential,0.0,3.0,2600000.0,Dhaka,Mirpur,0,1,2,0,2,0,3,Dhaka,Mirpur
7223,1300.0,Apartment,Residential,0.0,4.0,8450000.0,Dhaka,Mohammadpur,0,0,0,0,0,0,3,Dhaka,Mohammadpur
7224,1375.0,Apartment,Residential,0.0,3.0,7200000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7225,1300.0,Apartment,Residential,4.0,4.0,8450000.0,Dhaka,Mohammadpur,0,0,0,0,0,0,3,Dhaka,Mohammadpur
7226,1450.0,Apartment,Residential,0.0,3.0,9900000.0,Dhaka,Mirpur,0,1,3,0,3,0,3,Dhaka,Mirpur
7227,800.0,Apartment,Residential,2.0,2.0,4000000.0,Dhaka,Adabor,0,0,2,0,1,0,4,Dhaka,Mohammadpur
7228,1450.0,Apartment,Residential,0.0,3.0,9900000.0,Dhaka,Mirpur,0,1,3,0,3,0,3,Dhaka,Mirpur
7229,1004.0,Apartment,Residential,0.0,2.0,3500000.0,Chattogram,4 No Chandgaon Ward,0,0,0,0,0,0,3,Chattogram,Chattogram City
7230,860.0,Apartment,Residential,2.0,2.0,3800000.0,Chattogram,Uttar Lalkhan,0,1,2,0,1,0,3,Chattogram,Chattogram City
7231,780.0,Apartment,Residential,0.0,2.0,3120000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7232,1520.0,Apartment,Residential,0.0,3.0,8000000.0,Chattogram,4 No Chandgaon Ward,0,0,0,0,1,0,3,Chattogram,Chattogram City
7233,780.0,Apartment,Residential,0.0,2.0,3120000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7234,1050.0,Apartment,Residential,0.0,3.0,4725000.0,Dhaka,Mirpur,0,1,2,0,4,0,3,Dhaka,Mirpur
7235,1700.0,Apartment,Residential,3.0,3.0,14600000.0,Dhaka,Shyamoli,0,2,1,0,2,0,3,Dhaka,Shyamoli
7236,3300.0,Apartment,Residential,3.0,3.0,16500000.0,Chattogram,Khulshi,0,1,2,0,0,0,3,Chattogram,Chattogram City
7237,1100.0,Apartment,Residential,2.0,3.0,5500000.0,Dhaka,Cantonment,0,1,1,0,3,0,3,Dhaka,Dhaka Cantonment
7238,2200.0,Apartment,Residential,0.0,4.0,22000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7239,1400.0,Apartment,Residential,0.0,3.0,6300000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
7240,1100.0,Apartment,Residential,0.0,3.0,5200000.0,Dhaka,Cantonment,0,1,1,0,3,0,3,Dhaka,Dhaka Cantonment
7241,550.0,Apartment,Residential,1.0,2.0,2310000.0,Dhaka,Kachukhet,0,0,0,0,0,0,4,Dhaka,Mirpur
7242,1605.0,Apartment,Residential,0.0,3.0,14000000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7243,1350.0,Apartment,Residential,0.0,4.0,7425000.0,Dhaka,Agargaon,0,1,2,0,2,0,3,Dhaka,Sher-E-Bangla Nagar
7244,1050.0,Apartment,Residential,0.0,3.0,3800000.0,Dhaka,Ibrahimpur,0,1,2,0,2,0,4,Dhaka,Mirpur
7245,1150.0,Apartment,Residential,0.0,3.0,4500000.0,Gazipur,Gazipur Sadar Upazila,0,0,0,0,1,0,3,Dhaka,Sub-district of Gazipur
7246,1075.0,Apartment,Residential,0.0,3.0,6000000.0,Dhaka,Taltola,0,1,2,0,3,0,3,Dhaka,Khilgaon
7247,1500.0,Apartment,Residential,3.0,3.0,7500000.0,Dhaka,Ibrahimpur,0,1,2,0,2,0,4,Dhaka,Mirpur
7248,1400.0,Apartment,Residential,0.0,3.0,7500000.0,Chattogram,Bayazid,0,1,1,1,1,0,3,Chattogram,Chattogram City
7249,980.0,Apartment,Residential,0.0,2.0,4508000.0,Dhaka,Mirpur,0,2,2,0,2,0,3,Dhaka,Mirpur
7250,1260.0,Apartment,Residential,0.0,3.0,5796000.0,Dhaka,Mirpur,0,2,2,0,2,0,3,Dhaka,Mirpur
7251,1500.0,Apartment,Residential,3.0,3.0,7500000.0,Dhaka,Ibrahimpur,0,1,2,0,2,0,4,Dhaka,Mirpur
7252,1500.0,Apartment,Residential,0.0,3.0,7500000.0,Dhaka,Ibrahimpur,0,1,2,0,2,0,4,Dhaka,Mirpur
7253,1350.0,Apartment,Residential,0.0,3.0,6750000.0,Dhaka,Ibrahimpur,0,1,2,0,1,0,4,Dhaka,Mirpur
7254,975.0,Apartment,Residential,0.0,3.0,5500000.0,Dhaka,Mirpur,0,2,2,0,2,0,3,Dhaka,Mirpur
7255,650.0,Apartment,Residential,2.0,2.0,3700000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7256,1200.0,Apartment,Residential,0.0,3.0,6600000.0,Dhaka,Mirpur,0,2,2,1,2,0,3,Dhaka,Mirpur
7257,650.0,Apartment,Residential,0.0,2.0,2400000.0,Dhaka,Mirpur,0,0,3,0,2,0,3,Dhaka,Mirpur
7258,1300.0,Apartment,Residential,0.0,3.0,9500000.0,Dhaka,Dhanmondi,0,1,1,0,3,0,3,Dhaka,Dhanmondi
7259,1800.0,Apartment,Residential,4.0,3.0,15000000.0,Dhaka,Dhanmondi,0,0,1,0,2,0,3,Dhaka,Dhanmondi
7260,1393.0,Apartment,Residential,0.0,3.0,7500000.0,Chattogram,16 No. Chawk Bazaar Ward,0,2,2,0,0,0,5,Chattogram,Chattogram City
7261,1250.0,Apartment,Residential,3.0,3.0,13000000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
7262,900.0,Apartment,Residential,2.0,2.0,4000000.0,Dhaka,Mohammadpur,0,1,2,0,4,0,4,Dhaka,Mohammadpur
7263,1120.0,Apartment,Residential,0.0,3.0,6600000.0,Dhaka,Banasree,0,0,1,0,1,0,4,Dhaka,Khilgaon
7264,2100.0,Apartment,Residential,0.0,3.0,19500000.0,Dhaka,Bashundhara R-A,0,2,2,0,4,0,4,Dhaka,Bashundhara R/A
7265,950.0,Apartment,Residential,0.0,2.0,5800000.0,Dhaka,Banasree,0,0,1,0,1,0,4,Dhaka,Khilgaon
7266,1550.0,Apartment,Residential,4.0,3.0,11000000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4,Dhaka,Bashundhara R/A
7267,2525.0,Apartment,Residential,3.0,3.0,25000000.0,Chattogram,Khulshi,0,1,2,0,1,0,4,Chattogram,Chattogram City
7268,1000.0,Apartment,Residential,0.0,3.0,4500000.0,Dhaka,Mirpur,0,1,2,0,4,0,3,Dhaka,Mirpur
7269,1600.0,Apartment,Residential,0.0,3.0,12500000.0,Dhaka,Aftab Nagar,0,1,1,0,1,0,4,Dhaka,Khilgaon
7270,1856.0,Apartment,Residential,3.0,3.0,12000000.0,Dhaka,Mirpur,0,1,1,0,4,0,3,Dhaka,Mirpur
7271,1500.0,Apartment,Residential,3.0,3.0,9500000.0,Dhaka,Mohammadpur,0,0,3,1,3,0,5,Dhaka,Mohammadpur
7272,1600.0,Apartment,Residential,4.0,4.0,9000000.0,Dhaka,Mirpur,0,1,1,0,4,0,5,Dhaka,Mirpur
7273,1200.0,Apartment,Residential,2.0,2.0,8400000.0,Dhaka,Dakshin Khan,0,2,3,0,2,0,3,Dhaka,Dakshin Khan
7274,1300.0,Apartment,Residential,2.0,3.0,9100000.0,Dhaka,Dakshin Khan,0,2,3,0,2,0,3,Dhaka,Dakshin Khan
7275,1600.0,Apartment,Residential,4.0,4.0,9000000.0,Dhaka,Mirpur,0,1,1,0,4,0,5,Dhaka,Mirpur
7276,1320.0,Apartment,Residential,0.0,3.0,7259999.999999999,Dhaka,Dhanmondi,0,1,1,0,3,0,3,Dhaka,Dhanmondi
7277,1015.0,Apartment,Residential,0.0,3.0,5583000.0,Dhaka,Dhanmondi,0,0,1,0,3,0,3,Dhaka,Dhanmondi
7278,1320.0,Apartment,Residential,0.0,3.0,7259999.999999999,Dhaka,Dhanmondi,0,1,1,0,3,0,3,Dhaka,Dhanmondi
7279,1015.0,Apartment,Residential,0.0,3.0,5583000.0,Dhaka,Dhanmondi,0,1,1,0,3,0,3,Dhaka,Dhanmondi
7280,1600.0,Apartment,Residential,3.0,3.0,12500000.0,Dhaka,Bashundhara R-A,0,2,1,0,3,0,4,Dhaka,Bashundhara R/A
7281,1015.0,Apartment,Residential,0.0,3.0,5583000.0,Dhaka,Dhanmondi,0,1,1,0,3,0,3,Dhaka,Dhanmondi
7282,1375.0,Apartment,Residential,0.0,3.0,6788000.0,Dhaka,Badda,0,0,0,0,0,0,0,Dhaka,Badda
7283,1050.0,Apartment,Residential,0.0,3.0,4725000.0,Dhaka,Mirpur,0,1,2,0,4,0,3,Dhaka,Mirpur
7284,1250.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7285,1225.0,Apartment,Residential,2.0,3.0,4500000.0,Chattogram,Khulshi,0,1,2,0,0,0,3,Chattogram,Chattogram City
7286,1385.0,Apartment,Residential,3.0,3.0,9000000.0,Dhaka,Kafrul,0,1,2,0,2,0,4,Dhaka,Mirpur
7287,1500.0,Apartment,Residential,0.0,4.0,6500000.0,Chattogram,Bayazid,0,1,1,1,1,0,3,Chattogram,Chattogram City
7288,1200.0,Apartment,Residential,2.0,3.0,3600000.0,Chattogram,Bayazid,0,1,1,0,1,0,3,Chattogram,Chattogram City
7289,1600.0,Apartment,Residential,3.0,4.0,8000000.0,Dhaka,Kachukhet,0,0,0,0,3,0,3,Dhaka,Mirpur
7290,1500.0,Apartment,Residential,4.0,3.0,12000000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4,Dhaka,Bashundhara R/A
7291,1115.0,Apartment,Residential,3.0,3.0,5000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7292,910.0,Apartment,Residential,2.0,2.0,4200000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7293,650.0,Apartment,Residential,0.0,2.0,2500000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7294,1300.0,Apartment,Residential,0.0,4.0,5000000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7295,1739.0,Apartment,Residential,4.0,3.0,9000000.0,Chattogram,Khulshi,0,1,2,0,1,0,3,Chattogram,Chattogram City
7296,1581.0,Apartment,Residential,4.0,3.0,8500000.0,Chattogram,Khulshi,0,1,2,0,1,0,3,Chattogram,Chattogram City
7297,1200.0,Apartment,Residential,0.0,3.0,10000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7298,1235.0,Apartment,Residential,4.0,3.0,10500000.0,Dhaka,Mohammadpur,0,1,2,0,2,0,4,Dhaka,Mohammadpur
7299,1548.0,Apartment,Residential,3.0,3.0,6966000.0,Dhaka,Kafrul,0,1,2,0,2,0,4,Dhaka,Mirpur
7300,1548.0,Apartment,Residential,3.0,3.0,6966000.0,Dhaka,Kafrul,0,1,2,0,2,0,4,Dhaka,Mirpur
7301,1548.0,Apartment,Residential,3.0,3.0,6966000.0,Dhaka,Kafrul,0,1,2,0,2,0,4,Dhaka,Mirpur
7302,865.0,Apartment,Residential,2.0,2.0,4200000.0,Dhaka,Mirpur,0,1,1,0,3,0,5,Dhaka,Mirpur
7303,1450.0,Apartment,Residential,4.0,3.0,11500000.0,Dhaka,Khilgaon,0,2,1,0,3,0,4,Dhaka,Khilgaon
7304,2350.0,Apartment,Residential,0.0,4.0,18000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7305,1075.0,Apartment,Residential,0.0,3.0,4063000.000000001,Dhaka,Bashabo,0,1,0,0,1,0,4,Dhaka,Khilgaon
7306,1500.0,Apartment,Residential,3.0,3.0,9000000.0,Dhaka,Shyamoli,0,2,2,0,4,0,4,Dhaka,Shyamoli
7307,1320.0,Apartment,Residential,3.0,3.0,6600000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
7308,1320.0,Apartment,Residential,3.0,3.0,6600000.0,Dhaka,Mirpur,0,2,2,0,2,0,4,Dhaka,Mirpur
7309,750.0,Apartment,Residential,2.0,2.0,3000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7310,2160.0,Building,Residential,0.0,8.0,8500000.0,Chattogram,Patenga,0,0,1,0,1,0,2,Chattogram,Chattogram City
7311,600.0,Apartment,Residential,0.0,2.0,2500000.0,Dhaka,Mirpur,0,0,3,0,2,0,3,Dhaka,Mirpur
7312,888.0,Apartment,Residential,2.0,3.0,3500000.0,Dhaka,Dakshin Khan,0,0,2,0,0,0,3,Dhaka,Dakshin Khan
7313,1003.0,Apartment,Residential,2.0,2.0,4012000.0,Dhaka,Dakshin Khan,0,1,3,0,2,0,4,Dhaka,Dakshin Khan
7314,1900.0,Apartment,Residential,0.0,3.0,10000000.0,Chattogram,East Nasirabad,0,1,2,0,1,0,3,Chattogram,Chattogram City
7315,1071.0,Apartment,Residential,2.0,3.0,4284000.0,Dhaka,Dakshin Khan,0,1,3,0,2,0,4,Dhaka,Dakshin Khan
7316,995.0,Apartment,Residential,2.0,2.0,3980000.0,Dhaka,Dakshin Khan,0,2,3,0,2,0,4,Dhaka,Dakshin Khan
7317,1400.0,Apartment,Residential,3.0,3.0,9000000.0,Dhaka,Uttara,0,0,2,0,3,0,3,Dhaka,Uttara
7318,1800.0,Apartment,Residential,0.0,3.0,20000000.0,Dhaka,Bashundhara R-A,0,2,2,0,4,0,4,Dhaka,Bashundhara R/A
7319,1003.0,Apartment,Residential,2.0,2.0,4012000.0,Dhaka,Dakshin Khan,0,1,3,0,2,0,4,Dhaka,Dakshin Khan
7320,720.0,Apartment,Residential,0.0,2.0,3400000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7321,1125.0,Apartment,Residential,3.0,3.0,7000000.0,Dhaka,Uttara,0,2,3,0,3,0,4,Dhaka,Uttara
7322,888.0,Apartment,Residential,2.0,3.0,3500000.0,Dhaka,Dakshin Khan,0,0,0,0,0,0,2,Dhaka,Dakshin Khan
7323,1205.0,Apartment,Residential,0.0,3.0,6000000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7324,2075.0,Apartment,Residential,3.0,3.0,10000000.0,Dhaka,Kafrul,0,1,2,0,3,0,4,Dhaka,Mirpur
7325,2075.0,Apartment,Residential,3.0,3.0,10000000.0,Dhaka,Kafrul,0,1,2,0,3,0,4,Dhaka,Mirpur
7326,800.0,Apartment,Residential,0.0,2.0,3500000.0,Dhaka,Mirpur,0,0,2,0,2,0,3,Dhaka,Mirpur
7327,1570.0,Apartment,Residential,3.0,3.0,8250000.0,Dhaka,Kafrul,0,1,2,0,2,0,4,Dhaka,Mirpur
7328,2200.0,Apartment,Residential,0.0,4.0,21500000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7329,1455.0,Apartment,Residential,3.0,3.0,7675000.0,Dhaka,Kafrul,0,1,2,0,3,0,4,Dhaka,Mirpur
7330,1490.0,Apartment,Residential,3.0,3.0,7850000.0,Dhaka,Kafrul,0,1,2,0,3,0,4,Dhaka,Mirpur
7331,1490.0,Apartment,Residential,3.0,3.0,7850000.0,Dhaka,Kafrul,0,1,2,0,3,0,4,Dhaka,Mirpur
7332,1200.0,Apartment,Residential,3.0,3.0,5500000.0,Dhaka,Dakshin Khan,0,1,3,0,2,0,3,Dhaka,Dakshin Khan
7333,1300.0,Apartment,Residential,0.0,3.0,8000000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7334,1235.0,Apartment,Residential,0.0,3.0,7000000.0,Dhaka,Mirpur,0,2,2,0,2,0,3,Dhaka,Mirpur
7335,1238.0,Apartment,Residential,0.0,3.0,6000000.0,Dhaka,Joar Sahara,0,0,2,0,3,0,4,Dhaka,Khilkhet
7336,1421.0,Apartment,Residential,0.0,4.0,6000000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7337,1500.0,Apartment,Residential,3.0,3.0,11000000.0,Dhaka,Bashundhara R-A,0,2,2,0,4,0,4,Dhaka,Bashundhara R/A
7338,1421.0,Apartment,Residential,0.0,4.0,6000000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7339,1200.0,Apartment,Residential,3.0,3.0,6000000.0,Dhaka,Dakshin Khan,0,1,3,0,2,0,3,Dhaka,Dakshin Khan
7340,1450.0,Apartment,Residential,3.0,3.0,11000000.0,Dhaka,Bashundhara R-A,0,2,2,0,4,0,4,Dhaka,Bashundhara R/A
7341,860.0,Apartment,Residential,2.0,3.0,3200000.0,Dhaka,Mohammadpur,0,0,1,0,3,0,3,Dhaka,Mohammadpur
7342,522.0,Apartment,Residential,2.0,2.0,2300000.0,Dhaka,Mirpur,0,0,1,0,1,0,4,Dhaka,Mirpur
7343,1530.0,Apartment,Residential,3.0,3.0,10700000.0,Dhaka,Bashundhara R-A,0,1,0,0,3,0,3,Dhaka,Bashundhara R/A
7344,2175.0,Apartment,Residential,0.0,4.0,17500000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7345,500.0,Apartment,Residential,1.0,1.0,1700000.0,Dhaka,Mohammadpur,0,1,1,0,0,0,3,Dhaka,Mohammadpur
7346,1010.0,Apartment,Residential,2.0,3.0,4800000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7347,1180.0,Apartment,Residential,3.0,3.0,6500000.0,Dhaka,Uttara,0,2,3,0,3,0,4,Dhaka,Uttara
7348,1850.0,Apartment,Residential,0.0,3.0,20400000.0,Dhaka,Eskaton,0,2,2,0,2,0,4,Dhaka,Ramna
7349,1420.0,Apartment,Residential,3.0,3.0,8000000.0,Dhaka,Mirpur,0,1,1,0,2,0,3,Dhaka,Mirpur
7350,1250.0,Apartment,Residential,3.0,3.0,8500000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,5,Dhaka,Bashundhara R/A
7351,1420.0,Apartment,Residential,3.0,3.0,8000000.0,Dhaka,Mirpur,0,1,1,0,2,0,3,Dhaka,Mirpur
7352,1400.0,Apartment,Residential,3.0,3.0,7200000.0,Chattogram,Khulshi,0,1,2,0,1,0,3,Chattogram,Chattogram City
7353,1250.0,Apartment,Residential,0.0,3.0,6200000.0,Dhaka,Mirpur,0,1,2,0,4,0,3,Dhaka,Mirpur
7354,1050.0,Apartment,Residential,0.0,2.0,7000000.0,Dhaka,Mirpur,0,2,3,0,2,0,4,Dhaka,Mirpur
7355,975.0,Apartment,Residential,2.0,3.0,4095000.000000001,Dhaka,Mirpur,0,0,2,0,2,0,3,Dhaka,Mirpur
7356,1100.0,Apartment,Residential,0.0,3.0,4500000.0,Dhaka,Taltola,0,1,2,0,3,0,3,Dhaka,Khilgaon
7357,1500.0,Apartment,Residential,3.0,3.0,9500000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7358,1500.0,Apartment,Residential,3.0,3.0,10000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7359,650.0,Apartment,Residential,0.0,2.0,2470000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7360,1154.0,Apartment,Residential,3.0,3.0,6500000.0,Dhaka,North Shahjahanpur,0,2,0,0,4,0,4,Dhaka,Motijheel
7361,650.0,Apartment,Residential,0.0,2.0,3000000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7362,650.0,Apartment,Residential,0.0,2.0,2000000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur
7363,650.0,Apartment,Residential,0.0,2.0,2500000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7364,1320.0,Apartment,Residential,3.0,3.0,8000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7365,650.0,Apartment,Residential,0.0,2.0,2500000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur
7366,970.0,Apartment,Residential,0.0,2.0,3700000.0,Dhaka,Agargaon,0,1,2,0,1,0,3,Dhaka,Sher-E-Bangla Nagar
7367,1155.0,Apartment,Residential,3.0,3.0,6000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7368,1076.0,Apartment,Residential,0.0,3.0,7300000.0,Dhaka,Mirpur,0,0,3,0,3,0,3,Dhaka,Mirpur
7369,1350.0,Apartment,Residential,0.0,3.0,8000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7370,1350.0,Apartment,Residential,0.0,3.0,8000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7371,1350.0,Apartment,Residential,0.0,3.0,8000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7372,1300.0,Apartment,Residential,0.0,3.0,7200000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7373,1100.0,Apartment,Residential,2.0,3.0,6000000.0,Dhaka,Dakshin Khan,0,2,3,0,2,0,3,Dhaka,Dakshin Khan
7374,1040.0,Apartment,Residential,2.0,3.0,4000000.0,Dhaka,Dakshin Khan,0,2,3,0,2,0,3,Dhaka,Dakshin Khan
7375,650.0,Apartment,Residential,0.0,2.0,2600000.0,Dhaka,Mirpur,0,0,3,0,1,0,3,Dhaka,Mirpur
7376,900.0,Apartment,Residential,0.0,3.0,4100000.0,Dhaka,Mirpur,0,0,1,0,2,0,3,Dhaka,Mirpur
7377,740.0,Apartment,Residential,2.0,2.0,3329999.9999999995,Dhaka,Mohammadpur,0,0,2,0,3,0,3,Dhaka,Mohammadpur
7378,650.0,Apartment,Residential,0.0,2.0,2600000.0,Dhaka,Mirpur,0,0,3,0,2,0,3,Dhaka,Mirpur
7379,1010.0,Apartment,Residential,2.0,3.0,4500000.0,Dhaka,Mirpur,0,1,1,0,4,0,3,Dhaka,Mirpur
7380,650.0,Apartment,Residential,0.0,2.0,2600000.0,Dhaka,Mirpur,0,0,3,0,2,0,3,Dhaka,Mirpur
7381,650.0,Apartment,Residential,0.0,2.0,2600000.0,Dhaka,Mirpur,0,0,3,0,2,0,3,Dhaka,Mirpur
7382,1124.0,Apartment,Residential,2.0,3.0,7000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7383,800.0,Apartment,Residential,2.0,2.0,4000000.0,Dhaka,Mirpur,0,1,1,0,2,0,3,Dhaka,Mirpur
7384,750.0,Apartment,Residential,2.0,2.0,3500000.0,Dhaka,Mohammadpur,0,0,2,0,1,0,3,Dhaka,Mohammadpur
7385,1124.0,Apartment,Residential,2.0,3.0,7000000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7386,1313.0,Apartment,Residential,0.0,3.0,13000000.0,Dhaka,Dhanmondi,0,1,1,0,3,0,3,Dhaka,Dhanmondi
7387,650.0,Apartment,Residential,2.0,2.0,2400000.0,Dhaka,Mirpur,0,1,1,0,2,0,3,Dhaka,Mirpur
7388,1710.0,Apartment,Residential,0.0,3.0,18500000.0,Dhaka,Uttara,0,1,3,0,3,0,3,Dhaka,Uttara
7389,710.0,Apartment,Residential,1.0,2.0,3500000.0,Dhaka,Mirpur,0,1,1,0,3,0,5,Dhaka,Mirpur
7390,1200.0,Apartment,Residential,3.0,3.0,6500000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur
7391,1220.0,Apartment,Residential,0.0,3.0,6700000.0,Dhaka,Agargaon,0,2,2,0,4,0,3,Dhaka,Sher-E-Bangla Nagar
7392,1400.0,Apartment,Residential,0.0,3.0,6000000.0,Chattogram,Double Mooring,0,0,1,0,1,0,4,Chattogram,Chattogram City
7393,2250.0,Apartment,Residential,0.0,3.0,17700000.0,Dhaka,Bashundhara R-A,0,2,1,0,4,0,5,Dhaka,Bashundhara R/A
