,area,building_type,building_nature,num_bath_rooms,num_bed_rooms,price,city,locality,relaxation_amenity_count,security_amenity_count,maintenance_or_cleaning_amenity_count,social_amenity_count,expendable_amenity_count,service_staff_amenity_count,unclassify_amenity_count,division,zone,bedroom_not_applicable,log_area,total_rooms,bath_bed_ratio,area_per_bedroom,total_amenities
4117,1680.0,Apartment,Residential,0.0,3.0,9600000.0,Dhaka,Mirpur,0,2,1,0,4,0,4,Dhaka,Mirpur,0,7.427144133408616,3.0,0.0,560.0,11
4118,20160.0,Building,Residential,0.0,17.0,160000000.0,Dhaka,Bashundhara R-A,0,2,0,0,3,0,2,Dhaka,Bashundhara R/A,0,9.911505324129712,17.0,0.0,1185.8823529411766,7
4119,950.0,Apartment,Residential,0.0,2.0,4370000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur,0,6.85751406254539,2.0,0.0,475.0,5
4120,1300.0,Apartment,Residential,0.0,3.0,7500000.0,Dhaka,Mirpur,0,0,1,0,2,0,3,Dhaka,Mirpur,0,7.170888478512505,3.0,0.0,433.3333333333333,6
4121,950.0,Apartment,Residential,0.0,2.0,4370000.0,Dhaka,Mirpur,0,0,1,0,1,0,3,Dhaka,Mirpur,0,6.85751406254539,2.0,0.0,475.0,5
4122,1120.0,Apartment,Residential,0.0,3.0,6500000.0,Dhaka,Ibrahimpur,0,0,2,0,4,0,3,Dhaka,Mirpur,0,7.02197642307216,3.0,0.0,373.3333333333333,9
4123,1120.0,Apartment,Residential,0.0,3.0,6500000.0,Dhaka,Ibrahimpur,0,0,2,0,4,0,3,Dhaka,Mirpur,0,7.02197642307216,3.0,0.0,373.3333333333333,9
4124,1120.0,Apartment,Residential,0.0,3.0,6500000.0,Dhaka,Ibrahimpur,0,0,2,0,4,0,3,Dhaka,Mirpur,0,7.02197642307216,3.0,0.0,373.3333333333333,9
4125,1120.0,Apartment,Residential,0.0,3.0,6500000.0,Dhaka,Ibrahimpur,0,0,2,0,4,0,3,Dhaka,Mirpur,0,7.02197642307216,3.0,0.0,373.3333333333333,9
4126,1280.0,Apartment,Residential,0.0,3.0,9000000.0,Dhaka,Bashundhara R-A,0,1,0,0,4,0,3,Dhaka,Bashundhara R/A,0,7.155396301896734,3.0,0.0,426.6666666666667,8
4127,1726.0,Apartment,Residential,0.0,3.0,11000000.0,Dhaka,Mirpur,0,1,3,0,4,0,3,Dhaka,Mirpur,0,7.454141078146678,3.0,0.0,575.3333333333334,11
4128,900.0,Apartment,Residential,0.0,2.0,5800000.0,Dhaka,Uttara,0,0,2,0,4,0,3,Dhaka,Uttara,0,6.803505257608338,2.0,0.0,450.0,9
4129,1150.0,Apartment,Residential,0.0,2.0,8500000.0,Dhaka,Mirpur,0,2,3,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,2.0,0.0,575.0,11
4130,700.0,Apartment,Residential,0.0,2.0,3250000.0,Dhaka,Mirpur,0,0,1,0,2,0,3,Dhaka,Mirpur,0,6.55250788703459,2.0,0.0,350.0,6
4131,1420.0,Apartment,Residential,0.0,3.0,12500000.0,Dhaka,Motijheel,0,1,2,0,5,0,3,Dhaka,Motijheel,0,7.259116128097101,3.0,0.0,473.3333333333333,11
4132,1005.0,Apartment,Residential,0.0,3.0,5200000.0,Dhaka,Mirpur,0,2,3,1,4,0,4,Dhaka,Mirpur,0,6.913737350659685,3.0,0.0,335.0,14
4133,1005.0,Apartment,Residential,0.0,3.0,5025000.0,Dhaka,Mirpur,0,2,3,1,4,0,4,Dhaka,Mirpur,0,6.913737350659685,3.0,0.0,335.0,14
4134,950.0,Apartment,Residential,0.0,2.0,3400000.0,Chattogram,Double Mooring,0,1,2,0,2,0,3,Chattogram,Chattogram City,0,6.85751406254539,2.0,0.0,475.0,8
4135,9100.0,Building,Residential,0.0,24.0,38000000.0,Dhaka,Dakshin Khan,0,0,2,0,2,0,2,Dhaka,Dakshin Khan,0,9.116139576577355,24.0,0.0,379.1666666666667,6
4136,1200.0,Apartment,Residential,0.0,3.0,12000000.0,Dhaka,Mirpur,0,2,3,0,3,0,3,Dhaka,Mirpur,0,7.0909098220799835,3.0,0.0,400.0,11
4137,650.0,Apartment,Residential,0.0,2.0,2500000.0,Dhaka,Mirpur,0,0,1,0,0,0,3,Dhaka,Mirpur,0,6.478509642208569,2.0,0.0,325.0,4
4138,2000.0,Apartment,Residential,0.0,4.0,19000000.0,Dhaka,Uttara,0,0,2,0,2,0,4,Dhaka,Uttara,0,7.601402334583733,4.0,0.0,500.0,8
4139,21600.0,Building,Residential,0.0,75.0,40000000.0,Dhaka,Savar,0,0,0,0,0,0,2,Dhaka,Savar,0,9.980494888896912,75.0,0.0,288.0,2
4140,1050.0,Apartment,Residential,0.0,3.0,4280000.0,Dhaka,Mirpur,0,0,2,0,1,0,3,Dhaka,Mirpur,0,6.957497370876951,3.0,0.0,350.0,6
4141,850.0,Apartment,Residential,0.0,2.0,5300000.0,Dhaka,Mirpur,0,0,1,0,1,0,4,Dhaka,Mirpur,0,6.7464121285733745,2.0,0.0,425.0,6
4142,1180.0,Apartment,Residential,0.0,2.0,11500000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur,0,7.074116816197362,2.0,0.0,590.0,8
4143,1180.0,Apartment,Residential,0.0,2.0,7500000.0,Dhaka,Mirpur,0,1,1,0,3,0,3,Dhaka,Mirpur,0,7.074116816197362,2.0,0.0,590.0,8
4144,2460.0,Apartment,Residential,0.0,4.0,22000000.0,Dhaka,Bashundhara R-A,0,2,3,0,4,0,4,Dhaka,Bashundhara R/A,0,7.8083230503910555,4.0,0.0,615.0,13
4145,1015.0,Apartment,Residential,0.0,3.0,4200000.0,Dhaka,Cantonment,0,1,1,0,3,0,3,Dhaka,Dhaka Cantonment,0,6.923628628138427,3.0,0.0,338.3333333333333,8
4146,1680.0,Apartment,Residential,0.0,3.0,9600000.0,Dhaka,Mirpur,0,2,1,0,4,0,4,Dhaka,Mirpur,0,7.427144133408616,3.0,0.0,560.0,11
4147,825.0,Apartment,Residential,0.0,2.0,3500000.0,Dhaka,Mirpur,0,0,1,0,4,0,4,Dhaka,Mirpur,0,6.716594773520978,2.0,0.0,412.5,9
4148,1680.0,Apartment,Residential,0.0,3.0,9600000.0,Dhaka,Mirpur,0,2,1,0,4,0,4,Dhaka,Mirpur,0,7.427144133408616,3.0,0.0,560.0,11
4149,600.0,Apartment,Residential,0.0,2.0,2300000.0,Dhaka,Mirpur,0,0,1,0,0,0,3,Dhaka,Mirpur,0,6.398594934535208,2.0,0.0,300.0,4
4150,2400.0,Apartment,Residential,0.0,4.0,20400000.0,Dhaka,Mirpur,0,1,1,0,1,0,3,Dhaka,Mirpur,0,7.783640596221253,4.0,0.0,600.0,6
4151,600.0,Apartment,Residential,0.0,2.0,2300000.0,Dhaka,Mirpur,0,0,1,0,0,0,3,Dhaka,Mirpur,0,6.398594934535208,2.0,0.0,300.0,4
4152,810.0,Apartment,Residential,0.0,2.0,3402000.0000000005,Dhaka,Mirpur,0,1,1,0,1,0,3,Dhaka,Mirpur,0,6.698268054115413,2.0,0.0,405.0,6
4153,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4154,810.0,Apartment,Residential,0.0,2.0,3402000.0000000005,Dhaka,Mirpur,0,1,1,0,1,0,3,Dhaka,Mirpur,0,6.698268054115413,2.0,0.0,405.0,6
4155,1608.0,Apartment,Residential,0.0,3.0,11500000.0,Chattogram,15 No. Bagmoniram Ward,0,1,2,0,2,0,3,Chattogram,Chattogram City,0,7.3833681469923835,3.0,0.0,536.0,8
4156,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4157,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4158,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4159,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4160,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4161,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4162,728.0,Apartment,Residential,0.0,2.0,3200000.0,Dhaka,Mirpur,0,2,2,1,2,0,3,Dhaka,Mirpur,0,6.591673732008658,2.0,0.0,364.0,10
4163,600.0,Apartment,Residential,0.0,2.0,2000000.0,Dhaka,Mirpur,0,0,2,0,3,0,3,Dhaka,Mirpur,0,6.398594934535208,2.0,0.0,300.0,8
4164,600.0,Apartment,Residential,0.0,2.0,2000000.0,Dhaka,Mirpur,0,0,2,0,3,0,3,Dhaka,Mirpur,0,6.398594934535208,2.0,0.0,300.0,8
4165,1525.0,Apartment,Residential,0.0,3.0,12500000.0,Dhaka,Bashundhara R-A,0,1,1,0,3,0,5,Dhaka,Bashundhara R/A,0,7.330405211844402,3.0,0.0,508.3333333333333,10
4166,600.0,Apartment,Residential,0.0,2.0,2000000.0,Dhaka,Mirpur,0,0,2,0,3,0,3,Dhaka,Mirpur,0,6.398594934535208,2.0,0.0,300.0,8
4167,1728.0,Residential Plot,Residential,0.0,0.0,12000000.0,Dhaka,Bashabo,0,0,0,0,0,0,0,Dhaka,Khilgaon,1,7.455298485683291,0.0,,,0
4168,1553.0,Apartment,Residential,0.0,3.0,11600000.0,Dhaka,Mirpur,0,2,3,0,4,0,4,Dhaka,Mirpur,0,7.348587530927593,3.0,0.0,517.6666666666666,13
4169,1000.0,Apartment,Residential,0.0,3.0,8000000.0,Dhaka,Badda,0,1,3,0,5,0,4,Dhaka,Badda,0,6.90875477931522,3.0,0.0,333.3333333333333,13
4170,1150.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,7
4171,980.0,Apartment,Residential,0.0,3.0,5500000.0,Dhaka,Mirpur,0,0,2,0,3,0,3,Dhaka,Mirpur,0,6.8885724595653635,3.0,0.0,326.6666666666667,8
4172,17600.0,Building,Residential,0.0,42.0,115000000.0,Dhaka,Aftab Nagar,0,0,1,0,0,0,3,Dhaka,Khilgaon,0,9.77571099759397,42.0,0.0,419.04761904761904,4
4173,650.0,Apartment,Residential,0.0,2.0,3100000.0,Dhaka,Mirpur,0,0,0,0,0,0,3,Dhaka,Mirpur,0,6.478509642208569,2.0,0.0,325.0,3
4174,1150.0,Apartment,Residential,0.0,3.0,6000000.0,Dhaka,Mirpur,0,1,2,0,3,0,4,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,10
4175,1000.0,Apartment,Residential,0.0,3.0,5800000.0,Dhaka,Mirpur,0,0,2,0,2,0,3,Dhaka,Mirpur,0,6.90875477931522,3.0,0.0,333.3333333333333,7
4176,1611.0,Apartment,Residential,0.0,3.0,11000000.0,Dhaka,Aftab Nagar,0,0,2,0,1,0,4,Dhaka,Khilgaon,0,7.385230923066573,3.0,0.0,537.0,7
4177,1000.0,Apartment,Residential,0.0,3.0,5800000.0,Dhaka,Mirpur,0,0,2,0,2,0,3,Dhaka,Mirpur,0,6.90875477931522,3.0,0.0,333.3333333333333,7
4178,1000.0,Apartment,Residential,0.0,3.0,6000000.0,Dhaka,Mirpur,0,2,2,0,5,0,3,Dhaka,Mirpur,0,6.90875477931522,3.0,0.0,333.3333333333333,12
4179,1060.0,Apartment,Residential,0.0,3.0,4800000.0,Dhaka,Mirpur,0,0,1,0,4,0,3,Dhaka,Mirpur,0,6.966967138613983,3.0,0.0,353.3333333333333,8
4180,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4181,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4182,1133.0,Apartment,Residential,0.0,3.0,5200000.0,Dhaka,Mirpur,0,0,1,0,4,0,3,Dhaka,Mirpur,0,7.033506484287697,3.0,0.0,377.6666666666667,8
4183,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4184,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4185,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4186,920.0,Apartment,Residential,0.0,3.0,3220000.0000000005,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.825460036255307,3.0,0.0,306.6666666666667,5
4187,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4188,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4189,815.0,Apartment,Residential,2.0,2.0,3422999.9999999995,Dhaka,Mirpur,0,1,1,0,1,0,3,Dhaka,Mirpur,0,6.704414354964107,4.0,1.0,407.5,6
4190,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4191,1900.0,Apartment,Residential,0.0,4.0,11000000.0,Dhaka,Cantonment,0,0,1,0,3,0,3,Dhaka,Dhaka Cantonment,0,7.550135342488429,4.0,0.0,475.0,7
4192,1757.0,Apartment,Residential,0.0,3.0,16000000.0,Chattogram,16 No. Chawk Bazaar Ward,0,2,3,0,3,0,4,Chattogram,Chattogram City,0,7.471932078245122,3.0,0.0,585.6666666666666,12
4193,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4194,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4195,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4196,1150.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,7
4197,650.0,Apartment,Residential,0.0,2.0,2800000.0,Dhaka,Mirpur,0,0,3,0,2,0,3,Dhaka,Mirpur,0,6.478509642208569,2.0,0.0,325.0,8
4198,1550.0,Apartment,Residential,0.0,3.0,12000000.0,Dhaka,Uttara,0,2,3,0,4,0,2,Dhaka,Uttara,0,7.346655163176539,3.0,0.0,516.6666666666666,11
4199,1150.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,7
4200,1150.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,7
4201,1000.0,Apartment,Residential,0.0,3.0,4000000.0,Chattogram,Bayazid,0,1,1,0,0,0,3,Chattogram,Chattogram City,0,6.90875477931522,3.0,0.0,333.3333333333333,5
4202,1150.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,7
4203,1000.0,Apartment,Residential,0.0,2.0,4300000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.90875477931522,2.0,0.0,500.0,5
4204,1150.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,7
4205,1000.0,Apartment,Residential,0.0,2.0,4300000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.90875477931522,2.0,0.0,500.0,5
4206,1150.0,Apartment,Residential,0.0,3.0,5750000.0,Dhaka,Mirpur,0,0,1,0,3,0,3,Dhaka,Mirpur,0,7.048386408721883,3.0,0.0,383.3333333333333,7
4207,1000.0,Apartment,Residential,0.0,2.0,4300000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.90875477931522,2.0,0.0,500.0,5
4208,1259.0,Apartment,Residential,0.0,3.0,4900000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,7.138866999945524,3.0,0.0,419.6666666666667,5
4209,1000.0,Apartment,Residential,0.0,2.0,4300000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.90875477931522,2.0,0.0,500.0,5
4210,1000.0,Apartment,Residential,0.0,2.0,4300000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.90875477931522,2.0,0.0,500.0,5
4211,1259.0,Apartment,Residential,0.0,3.0,4900000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,7.138866999945524,3.0,0.0,419.6666666666667,5
4212,1000.0,Apartment,Residential,0.0,2.0,4300000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.90875477931522,2.0,0.0,500.0,5
4213,1000.0,Apartment,Residential,0.0,2.0,4300000.0,Gazipur,Gazipur Sadar Upazila,0,1,0,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.90875477931522,2.0,0.0,500.0,5
4214,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4215,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4216,700.0,Apartment,Residential,0.0,2.0,3850000.0,Dhaka,Mirpur,0,1,1,0,1,0,3,Dhaka,Mirpur,0,6.55250788703459,2.0,0.0,350.0,6
4217,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,1,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,8
4218,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,1,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,8
4219,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,1,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,8
4220,700.0,Apartment,Residential,0.0,2.0,3850000.0,Dhaka,Mirpur,0,1,1,0,1,0,3,Dhaka,Mirpur,0,6.55250788703459,2.0,0.0,350.0,6
4221,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,1,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,8
4222,800.0,Apartment,Residential,0.0,2.0,4000000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.68586094706836,2.0,0.0,400.0,9
4223,1320.0,Apartment,Residential,0.0,3.0,5544000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.186144304522325,3.0,0.0,440.0,8
4224,1220.0,Apartment,Residential,0.0,3.0,5334000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.107425474110705,3.0,0.0,406.6666666666667,8
4225,1270.0,Apartment,Residential,0.0,3.0,5334000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.147559271189454,3.0,0.0,423.3333333333333,8
4226,1270.0,Apartment,Residential,0.0,3.0,5334000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.147559271189454,3.0,0.0,423.3333333333333,8
4227,1320.0,Apartment,Residential,0.0,3.0,5544000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.186144304522325,3.0,0.0,440.0,8
4228,1320.0,Apartment,Residential,0.0,3.0,5544000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.186144304522325,3.0,0.0,440.0,8
4229,1270.0,Apartment,Residential,0.0,3.0,5334000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.147559271189454,3.0,0.0,423.3333333333333,8
4230,1320.0,Apartment,Residential,0.0,3.0,5544000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.186144304522325,3.0,0.0,440.0,8
4231,1400.0,Apartment,Residential,0.0,3.0,8500000.0,Dhaka,Mirpur,0,1,1,0,3,0,4,Dhaka,Mirpur,0,7.244941546337007,3.0,0.0,466.6666666666667,9
4232,1320.0,Apartment,Residential,0.0,3.0,5544000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.186144304522325,3.0,0.0,440.0,8
4233,1270.0,Apartment,Residential,0.0,3.0,5533000.0,Chattogram,Halishahar,0,1,3,0,1,0,3,Chattogram,Chattogram City,0,7.147559271189454,3.0,0.0,423.3333333333333,8
4234,1600.0,Apartment,Residential,0.0,4.0,10000000.0,Dhaka,Mirpur,0,1,1,0,3,0,4,Dhaka,Mirpur,0,7.3783837129967145,4.0,0.0,400.0,9
4235,600.0,Apartment,Residential,0.0,2.0,2500000.0,Dhaka,Kachukhet,0,1,1,0,0,0,4,Dhaka,Mirpur,0,6.398594934535208,2.0,0.0,300.0,6
4236,1600.0,Apartment,Residential,0.0,3.0,13000000.0,Dhaka,Uttara,0,1,2,0,5,0,3,Dhaka,Uttara,0,7.3783837129967145,3.0,0.0,533.3333333333334,11
4237,1171.0,Apartment,Residential,0.0,3.0,7000000.0,Dhaka,North Shahjahanpur,0,2,0,0,4,0,4,Dhaka,Motijheel,0,7.066466970136958,3.0,0.0,390.3333333333333,10
4238,1100.0,Apartment,Residential,0.0,3.0,5000000.0,Dhaka,Mirpur,0,0,3,0,4,0,3,Dhaka,Mirpur,0,7.00397413672268,3.0,0.0,366.6666666666667,10
4239,950.0,Apartment,Residential,0.0,3.0,5500000.0,Dhaka,Mirpur,0,0,2,0,2,0,4,Dhaka,Mirpur,0,6.85751406254539,3.0,0.0,316.6666666666667,8
4240,850.0,Apartment,Residential,0.0,2.0,4100000.0,Dhaka,Mirpur,0,0,0,0,1,0,3,Dhaka,Mirpur,0,6.7464121285733745,2.0,0.0,425.0,4
4241,1350.0,Apartment,Residential,0.0,3.0,8100000.0,Dhaka,Mirpur,0,1,2,0,3,0,3,Dhaka,Mirpur,0,7.208600337960199,3.0,0.0,450.0,9
4242,1654.0,Apartment,Residential,0.0,3.0,8500000.0,Dhaka,Uttara,0,2,2,0,3,0,3,Dhaka,Uttara,0,7.411556287811163,3.0,0.0,551.3333333333334,10
4243,1350.0,Apartment,Residential,0.0,3.0,8100000.0,Dhaka,Mirpur,0,1,2,0,3,0,3,Dhaka,Mirpur,0,7.208600337960199,3.0,0.0,450.0,9
4244,1800.0,Residential Plot,Residential,0.0,0.0,8500000.0,Dhaka,Mugdapara,0,0,0,0,0,0,0,Dhaka,Mugdapara,1,7.496097345175956,0.0,,,0
4245,1350.0,Apartment,Residential,0.0,3.0,8100000.0,Dhaka,Mirpur,0,1,2,0,3,0,3,Dhaka,Mirpur,0,7.208600337960199,3.0,0.0,450.0,9
4246,1350.0,Apartment,Residential,0.0,3.0,8100000.0,Dhaka,Mirpur,0,1,2,0,3,0,3,Dhaka,Mirpur,0,7.208600337960199,3.0,0.0,450.0,9
4247,3350.0,Apartment,Residential,0.0,4.0,38000000.0,Dhaka,Gulshan,0,2,2,0,4,0,3,Dhaka,Gulshan,0,8.11701408773731,4.0,0.0,837.5,11
4248,2000.0,Apartment,Residential,0.0,3.0,16000000.0,Dhaka,Bashundhara R-A,0,1,2,1,2,0,2,Dhaka,Bashundhara R/A,0,7.601402334583733,3.0,0.0,666.6666666666666,8
4249,2736.0,Residential Plot,Residential,0.0,0.0,17500000.0,Dhaka,Mirpur,0,0,0,0,0,0,0,Dhaka,Mirpur,1,7.914617709040679,0.0,,,0
4250,1050.0,Apartment,Residential,0.0,3.0,5200000.0,Dhaka,Mirpur,0,1,2,0,4,0,4,Dhaka,Mirpur,0,6.957497370876951,3.0,0.0,350.0,11
4251,1440.0,Residential Plot,Residential,0.0,0.0,10500000.0,Dhaka,Bashabo,0,0,0,0,0,0,0,Dhaka,Khilgaon,1,7.273092595999522,0.0,,,0
4252,1610.0,Apartment,Residential,0.0,3.0,13000000.0,Dhaka,Mirpur,0,0,0,0,2,0,3,Dhaka,Mirpur,0,7.384610383176974,3.0,0.0,536.6666666666666,5
4253,1250.0,Apartment,Residential,0.0,3.0,8750000.0,Dhaka,Mirpur,0,0,0,0,1,0,3,Dhaka,Mirpur,0,7.1316985104669115,3.0,0.0,416.6666666666667,4
4254,1050.0,Apartment,Residential,0.0,3.0,4500000.0,Dhaka,Mirpur,0,1,2,0,2,0,4,Dhaka,Mirpur,0,6.957497370876951,3.0,0.0,350.0,9
4255,1050.0,Apartment,Residential,0.0,3.0,4500000.0,Dhaka,Mirpur,0,0,2,0,2,0,3,Dhaka,Mirpur,0,6.957497370876951,3.0,0.0,350.0,7
4256,950.0,Apartment,Residential,0.0,2.0,3800000.0,Gazipur,Gazipur Sadar Upazila,0,1,1,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.85751406254539,2.0,0.0,475.0,6
4257,1080.0,Apartment,Residential,0.0,3.0,4320000.0,Gazipur,Gazipur Sadar Upazila,0,1,1,0,1,0,3,Dhaka,Sub-district of Gazipur,0,6.985641817639208,3.0,0.0,360.0,6
